,name,bday,name_sp,num_of_child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_spouse,name_sp_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_sp_cl.1,num_of_m,name_sp_sp_cl.1,num_of_m_sp,num_of_role,num_of_role_sp,geohash,geohash_sp,geo_distance,zodiac,zodiac_sp,sex,divorce,year_m_1,year_div_1,year_m_sp_1,year_div_sp_1,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1
4924,Troy Donahue,1936-01-27,Suzanne Pleshette ( m.  1964;  div.  1964) Valerie Allen ( m.  1966;  div.  1968) Alma Sharpe ( m.  1969;  div.  1972) Vicki Taylor ( m.  1979;  div.  1981),1,,"Actor, singer","New York City, New York, U.S.",1937-01-31,"Brooklyn, New York, U.S.",Actress,Troy Donahue ( m.  1964;  div.  1964) Tommy Gallagher ( m.  1968; died 2000) Tom Poston ( m.  2001; died 2007),,-1.013025592585748,83.27617952456245,82.2631539319767,"['Suzanne Pleshette', 'Valerie Allen', 'Alma Sharpe', 'Vicki Taylor']","[1964, 1966, 1969, 1979]","[1964, 1968, 1972, 1981]","['Troy Donahue', 'Tommy Gallagher', 'Tom Poston']","[1964, 1968, 2001]",[1964],1.0,,"['Suzanne Pleshette', 'Valerie Allen', 'Alma Sharpe', 'Vicki Taylor']",4.0,"['Troy Donahue', 'Tommy Gallagher', 'Tom Poston']",3.0,2.0,1.0,dr5regw,dr5rmm5,19545.0,1.0,1.0,M,1.0,1964.0,1964.0,1964.0,1964.0,28.0,28.0,27.0,27.0
4927,Peter Donat,1928-01-20,Michael Learned ( m.  1956;  div.  1972)     Marijke DeJong ( m.  1983),"3, including Lucas Donat",,"Actor, screenwriter","Kentville, Nova Scotia, Canada",1939-04-09,"Washington, D.C., U.S.",Actress,Peter Donat ( m.  1956;  div.  1972) Glenn Chadwick ( m.  1974;  div.  1977) William Parker IV ( m.  1979;  div.  1988) John Doherty  ( m.  1988),3,-11.217205007631916,91.29550914803178,80.07830414039988,"['Michael Learned', 'Marijke DeJong']","[1956, 1983]",[1972],"['Peter Donat', 'Glenn Chadwick', 'William Parker IV', 'John Doherty']","[1956, 1974, 1979, 1988]","[1972, 1977, 1988]",3.0,3.0,"['Michael Learned', 'Marijke DeJong']",2.0,"['Peter Donat', 'Glenn Chadwick', 'William Parker IV', 'John Doherty']",4.0,2.0,1.0,f840kqh,dqcjqfz,20000000.0,1.0,3.0,M,1.0,1956.0,1972.0,1956.0,1956.0,28.0,44.0,17.0,17.0
4929,Brian Donlevy,1901-02-09,Yvonne Grey ( m.  1928;  div.  1936) Marjorie Lane ( m.  1936;  div.  1947) Lillian Lugosi ( m.  1966; his death 1972),1,,Actor,"Cleveland, Ohio[1][2]",,,,,,,118.23925200380569,,"['Yvonne Grey', 'Marjorie Lane', 'Lillian Lugosi']","[1928, 1936, 1966]","[1936, 1947]",,,,1.0,,"['Yvonne Grey', 'Marjorie Lane', 'Lillian Lugosi']",3.0,,,1.0,,dpmg9s2,,,1.0,,M,1.0,1928.0,1936.0,,,27.0,35.0,,
4930,Colin Donnell,1982-10-09,Patti Murin  ( m.   2015 ),,,"Actor, singer","St. Louis, Missouri, U.S.",1980-09-28,"Hopewell Junction, New York","Actress, singer, dancer",Colin Donnell  ( m.  2015),,2.028789092178484,36.575699706359465,38.60448879853796,['Patti Murin'],[2015],,['Colin Donnell'],[2015],,,,['Patti Murin'],1.0,['Colin Donnell'],1.0,2.0,3.0,9yzgery,dr7s86n,20000000.0,9.0,9.0,M,0.0,2015.0,,2015.0,2015.0,33.0,,35.0,35.0
4932,Robert Donner,1931-04-27,Jill Sherman Donner ( m.  1982–2006),,,Actor,"New York City, New York, U.S.",,,,,,,88.0291860886945,,['Jill Sherman Donner'],[1982],,,,,,,['Jill Sherman Donner'],1.0,,,1.0,,dr5regw,,,4.0,,M,1.0,1982.0,,,,51.0,,,
4933,Jack Donohue,1908-11-03,Tutta Rolf  ( m.  1936–1950),1,,"Actor, choreographer, composer, dancer, director, producer, screenwriter","Brooklyn, New York, U.S.",1907-10-07,"Kristiania, Norway","Actress, singer",Ernst Rolf   ( m.  1930–1932) Jack Donohue   ( m.  1936–1950) Hasse Ekman   ( m.  1953–1974),"Tom Rolf, Jill Donohue",1.0759974537464836,110.50740261607015,111.58340006981665,['Tutta Rolf'],[1936],,"['Ernst Rolf', 'Jack Donohue', 'Hasse Ekman']","[1930, 1936, 1953]",,1.0,,['Tutta Rolf'],1.0,"['Ernst Rolf', 'Jack Donohue', 'Hasse Ekman']",3.0,7.0,2.0,dr5rmm5,u4xsudv,20000000.0,10.0,9.0,M,1.0,1936.0,,1930.0,1930.0,28.0,,23.0,23.0
4935,Jeffrey Donovan,,Michelle Woods ( m.  2012),1,"Bridgewater State UniversityUniversity of Massachusetts, Amherst (BA)New York University (MFA)",Actor,"Amesbury, Massachusetts, U.S.",,,,,,,,,['Michelle Woods'],[2012],,,,,1.0,,['Michelle Woods'],1.0,,,1.0,,drtecfn,,,,,M,0.0,2012.0,,,,,,,
4936,King Donovan,1918-01-25,"Imogene Coca  (m. 1960–1987, his death)",,,,"Manhattan, New York City, U.S.",,,,,,,101.28065600251888,,['Imogene Coca'],[1960],,,,,,,['Imogene Coca'],1.0,,,,,dr72h8r,,,1.0,,M,1.0,1960.0,,,,42.0,,,
4937,Martin Donovan,1957-08-19,Vivian Lanko ( m.  1984),2,,Actor,"Reseda, California, U.S.",,,,,,,61.71516184452795,,['Vivian Lanko'],[1984],,,,,2.0,,['Vivian Lanko'],1.0,,,1.0,,9q5dwdh,,,7.0,,M,0.0,1984.0,,,,27.0,,,
4938,Tate Donovan,1963-09-25,Corinne Kingsbury ( m.  2005;  div.  2008),,University of Southern California,"Actor, director","Tenafly, New Jersey, U.S.",,,,,,,55.61510503295757,,['Corinne Kingsbury'],[2005],[2008],,,,,,['Corinne Kingsbury'],1.0,,,2.0,,dr72ufj,,,9.0,,M,1.0,2005.0,2008.0,,,42.0,45.0,,
4941,Shabba Doo,1955-05-11,Gwendolyn Powell ( m.  1979;  div.  1982) Lela Rochon ( m.  1984;  div.  1987),2,,Actordancerchoreographer[2],"Chicago, Illinois, U.S.",,,,,,,63.990362567335396,,"['Gwendolyn Powell', 'Lela Rochon']","[1979, 1984]","[1982, 1987]",,,,2.0,,"['Gwendolyn Powell', 'Lela Rochon']",2.0,,,1.0,,dp3wjzt,,,4.0,,M,1.0,1979.0,1982.0,,,24.0,27.0,,
4957,Jim Doughan,1959-08-02,Kate Benton (m. 1988),,Apple Valley High SchoolUniversity of Minnesota Duluth,"Actor, writer, teacher",United States,,,,,,,59.76303414854514,,['Kate Benton'],[1988],,,,,,,['Kate Benton'],1.0,,,3.0,,9yegjbp,,,7.0,,M,0.0,1988.0,,,,29.0,,,
4960,Cullen Douglas,1967-11-06,Rachel Douglas ( m.  1994),2,American Musical and Dramatic Academy (1988)  Florida School of the Arts,"Actor, Screenwriter, Playwright",California,,,,,,,51.50003080145383,,['Rachel Douglas'],[1994],,,,,2.0,,['Rachel Douglas'],1.0,,,3.0,,9qe14x6,,,10.0,,M,0.0,1994.0,,,,27.0,,,
4966,Kirk Douglas,1916-12-09,Diana Douglas ( m.  1943;  div.  1951) Anne Buydens  ( m.  1954),Michael (b. 1944)Joel (b. 1947)Peter (b. 1955)Eric (1958–2004),,"Actor,  
 filmmaker","Amsterdam, New York, U.S.",1923-01-22,"Devonshire, Bermuda",Actress,Kirk Douglas ( m.  1943;  div.  1951) Bill Darrid ( m.  1956; died 1992) Donald Webster ( m.  2002),Michael (b. 1944)Joel (b. 1947),-6.119222160619315,102.40867368939814,96.28945152877884,"['Diana Douglas', 'Anne Buydens']","[1943, 1954]",[1951],"['Kirk Douglas', 'Bill Darrid', 'Donald Webster']","[1943, 1956, 2002]",[1951],,,"['Diana Douglas', 'Anne Buydens']",2.0,"['Kirk Douglas', 'Bill Darrid', 'Donald Webster']",3.0,2.0,1.0,drehrb8,dt9zy2d,5003530.0,11.0,1.0,M,1.0,1943.0,1951.0,1943.0,1943.0,27.0,35.0,20.0,20.0
4967,Melvyn Douglas,1901-04-05,Rosalind Hightower ( m.  1925;  div.  1930) Helen Gahagan ( m.  1931; died 1980),3,,Actor,"Macon, Georgia, US",,,,,,,118.08866711842131,,"['Rosalind Hightower', 'Helen Gahagan']","[1925, 1931]",[1930],,,,3.0,,"['Rosalind Hightower', 'Helen Gahagan']",2.0,,,1.0,,djudbfk,,,3.0,,M,1.0,1925.0,1930.0,,,24.0,29.0,,
4970,Peter Douglas,1955-11-23,Lisa Schroeder ( m.  1991),4,,Producer,"Los Angeles, California, U.S.",,,,,,,63.453732793965656,,['Lisa Schroeder'],[1991],,,,,4.0,,['Lisa Schroeder'],1.0,,,1.0,,9q5ctr1,,,11.0,,M,0.0,1991.0,,,,36.0,,,
4978,William C. Dowlan,,Leonora Ainsworth ( m. 1906-1939; her death ),,,ActorFilm director,"St. Paul, Minnesota",,,,,,,,,['Leonora Ainsworth'],[1906],,,,,,,['Leonora Ainsworth'],1.0,,,2.0,,9zvz9xt,,,,,M,0.0,1906.0,,,,,,,
4983,Robert Downey Jr.,1965-04-04,"
 Deborah Falconer ( m.  1992;  div.  2004) 
 Susan Levin  ( m.  2005) 
",3,Santa Monica High School,,"New York City, New York, U.S.",1965-08-13,"Sacramento, California, U.S.","Actress, singer, songwriter",Robert Downey Jr. ( m.  1992;  div.  2004),1,-0.3586658179154945,54.090090830064966,53.73142501214946,"['Deborah Falconer', 'Susan Levin']","[1992, 2005]",[2004],['Robert Downey Jr'],[1992],[2004],3.0,1.0,"['Deborah Falconer', 'Susan Levin']",2.0,['Robert Downey Jr'],1.0,,3.0,dr5regw,9qce7rd,20000000.0,3.0,7.0,M,1.0,1992.0,2004.0,1992.0,1992.0,27.0,39.0,27.0,27.0
4984,Robert Downey Sr.,1936-06-24,Elsie Ann Ford ( m.  1962;  div.  1975) [2] Laura Ernst ( m.  1991; died 1994) Rosemary Rogers   ( m.  1998),Allyson Downey[3]Robert Downey Jr.,,"Actor, director, producer, writer, cinematographer","New York City, New York, U.S.[1]",,,,,,,82.86823138052118,,"['Elsie Ann Ford', '2 Laura Ernst', 'Rosemary Rogers']","[1962, 1991, 1998]",[1975],,,,3.0,,"['Elsie Ann Ford', '2 Laura Ernst', 'Rosemary Rogers']",3.0,,,5.0,,dr5rs53,,,6.0,,M,1.0,1962.0,1975.0,,,26.0,39.0,,
4989,Brian Doyle-Murray,1945-10-31,Christina Stauffer ( m.  2000),,,"Actor, voice actor, comedian, screenwriter","Chicago, Illinois, U.S.",,,,,,,73.51554104464842,,['Christina Stauffer'],[2000],,,,,,,['Christina Stauffer'],1.0,,,5.0,,dp3wjzt,,,10.0,,M,0.0,2000.0,,,,55.0,,,
4990,David Doyle,1929-12-01,Rachel Doyle ( m.  1956; her death 1968) Anne Nathan Doyle ( m.  1969; his death 1997),1,,Actor,"Omaha, Nebraska, U.S.",,,,,,,89.43099447627262,,"['Rachel Doyle', 'Anne Nathan Doyle']","[1956, 1969]",,,,,1.0,,"['Rachel Doyle', 'Anne Nathan Doyle']",2.0,,,1.0,,9z7f8yw,,,11.0,,M,1.0,1956.0,,,,27.0,,,
4994,Billy Drago,1949-09-18,Silvana Gallardo  (m.1980-2012; her death),Darren E. Burrows (son),,,"Hugoton, Kansas, U.S.",,,,,,,69.63318890873872,,['Silvana Gallardo'],[1980],,,,,,,['Silvana Gallardo'],1.0,,,,,9wxgmxx,,,8.0,,M,0.0,1980.0,,,,31.0,,,
4996,Chris Drake,1923-12-11,Margaret Shobe (m. 1958-2006; his death),4 children,,Actor,"near Richmond, Virginia, U.S.",,,,,,,95.4051075655215,,['Margaret Shobe'],[1958],,,,,4.0,,['Margaret Shobe'],1.0,,,1.0,,dq8vtfh,,,11.0,,M,0.0,1958.0,,,,35.0,,,
4998,Larry Drake,1950-02-21,Ruth de Sosa ( m.  1989;  div.  1991),,,"Actor, voice artist, comedian","Tulsa, Oklahoma, U.S.",,,,,,,69.20607541564851,,['Ruth de Sosa'],[1989],[1991],,,,,,['Ruth de Sosa'],1.0,,,4.0,,9y7txts,,,2.0,,M,1.0,1989.0,1991.0,,,39.0,41.0,,
5004,Richard Dreyfuss,1947-10-29,"
 Jeramie Rain ( m.  1983;  div.  1995) 
 Janelle Lacey ( m.  1999;  div.  2005) 
 Svetlana Erokhin  ( m.  2006) 
",3,,Actor,"Brooklyn, New York City, U.S.",1948-08-23," (1948-08-23) August 23, 1948 (age 70)","Actress, screenwriter, producer",Richard Dreyfus ( m.  1983;  div.  1995),3,-0.8186341950895638,71.52234474356078,70.70371054847122,"['Jeramie Rain', 'Janelle Lacey', 'Svetlana Erokhin']","[1983, 1999, 2006]","[1995, 2005]",['Richard Dreyfus'],[1983],[1995],3.0,3.0,"['Jeramie Rain', 'Janelle Lacey', 'Svetlana Erokhin']",3.0,['Richard Dreyfus'],1.0,1.0,3.0,dr5rmm5,,,10.0,8.0,M,1.0,1983.0,1995.0,1983.0,1983.0,36.0,48.0,35.0,35.0
5008,Adam Driver,1983-11-19,Joanne Tucker ( m.  2013),,,Actor,"San Diego, California, United States",,,,,,,35.46410946152214,,['Joanne Tucker'],[2013],,,,,,,['Joanne Tucker'],1.0,,,1.0,,9mudjgt,,,10.0,,M,0.0,2013.0,,,,30.0,,,
5014,Wheeler Dryden,1892-08-31,Alice Chapple ( m.  1938;  div.  1943),Spencer Dryden,,"Actor, director","Brixton, London, England, UK",,,,,,,126.68021930635126,,['Alice Chapple'],[1938],[1943],,,,,,['Alice Chapple'],1.0,,,2.0,,gcpuv25,,,8.0,,M,1.0,1938.0,1943.0,,,46.0,51.0,,
5015,Fred Dryer,,Tracy Vaccaro  ( m.  1983–1988) ; divorced; 1 child,,,"Actor, producer",,,,,,,,,,['Tracy Vaccaro'],[1983],[1],,,,,,['Tracy Vaccaro'],1.0,,,2.0,,,,,,,M,1.0,1983.0,1.0,,,,,,
5019,David Duchovny,1960-08-07,Téa Leoni ( m.  1997;  div.  2014),2,,"Actor, director, producer, writer, singer-songwriter","New York, U.S.",1966-02-25,"New York City, New York, U.S.",Actress,Neil Joseph Tardio Jr. ( m.  1991;  div.  1995) David Duchovny ( m.  1997;  div.  2014),2,-5.552475410172693,58.74727064895241,53.194795238779705,['Téa Leoni'],[1997],[2014],"['Neil Joseph Tardio Jr', 'David Duchovny']","[1991, 1997]","[1995, 2014]",2.0,2.0,['Téa Leoni'],1.0,"['Neil Joseph Tardio Jr', 'David Duchovny']",2.0,5.0,1.0,dr5regw,dr5regw,118.0,7.0,2.0,M,1.0,1997.0,2014.0,1991.0,1991.0,37.0,54.0,25.0,25.0
5020,Michael Dudikoff,1954-10-08,Belle Dudikoff (m. 2004),,,Actor,"Redondo Beach, California, U.S.",,,,,,,64.57901257383793,,['Belle Dudikoff'],[2004],,,,,,,['Belle Dudikoff'],1.0,,,1.0,,9q5bd40,,,9.0,,M,0.0,2004.0,,,,50.0,,,
5023,William Duell,1923-08-30,Mary Barto ( m.  2004),,,Film actorSingerTV actorStage actor,"Corinth, New York, U.S.",,,,,,,95.68711198724137,,['Mary Barto'],[2004],,,,,,,['Mary Barto'],1.0,,,4.0,,dreqpbk,,,8.0,,M,0.0,2004.0,,,,81.0,,,
5024,Howard Green Duff,1913-11-24,Ida Lupino ( m.  1951;  div.  1984) Judy Jenkinson Duff ( m.  1986; his death 1990),1,,Actor,"Charleston (now Bremerton), Washington, U.S.",1918-02-04,"Herne Hill, London, England, UK","Actress, singer, director, producer",Louis Hayward ( m.  1938;  div.  1945) Collier Young ( m.  1948;  div.  1951) Howard Duff ( m.  1951;  div.  1984),2,-4.197211441713384,105.45048837416238,101.25327693244898,"['Ida Lupino', 'Judy Jenkinson Duff']","[1951, 1986]",[1984],"['Louis Hayward', 'Collier Young', 'Howard Duff']","[1938, 1948, 1951]","[1945, 1951, 1984]",1.0,2.0,"['Ida Lupino', 'Judy Jenkinson Duff']",2.0,"['Louis Hayward', 'Collier Young', 'Howard Duff']",3.0,1.0,4.0,c22y8f6,gcputz1,20000000.0,11.0,1.0,M,1.0,1951.0,1984.0,1938.0,1938.0,38.0,71.0,20.0,20.0
5026,Patrick Duffy,1949-03-17,Carlyn Rosser ( m.   1974 ; died  2017 ),2,University of Washington (AB),"Actor, director, television personality","Townsend, Montana, U.S.",,,,,,,70.13970170503157,,['Carlyn Rosser'],[1974],,,,,2.0,,['Carlyn Rosser'],1.0,,,4.0,,c80xw21,,,2.0,,M,0.0,1974.0,,,,25.0,,,
5031,Andrew Duggan,1923-12-28,Elizabeth Logue ( m.  1953),3,,"
Actor
director
screenwriter
","Franklin, Indiana, U.S.",,,,,,,95.35856314640272,,['Elizabeth Logue'],[1953],,,,,3.0,,['Elizabeth Logue'],1.0,,,3.0,,dp4b9g0,,,0.0,,M,0.0,1953.0,,,,30.0,,,
5032,Josh Duhamel,1972-11-14,Fergie ( m.  2009;  div.  2017),1,,"Actor, model","Minot, North Dakota, U.S.",1975-03-27,"Hacienda Heights, California, or Whittier, California, United States (sources differ)",Singersongwriterrapperactresstelevision hostfashion designer,Josh Duhamel ( m.  2009; separated 2017),1,-2.362813747031082,46.47597144362992,44.113157696598826,['Fergie'],[2009],[2017],['Josh Duhamel'],[2009],[2017],1.0,1.0,['Fergie'],1.0,['Josh Duhamel'],1.0,2.0,3.0,c8xfrh9,9qh0gr8,20000000.0,10.0,3.0,M,1.0,2009.0,2017.0,2009.0,2009.0,37.0,45.0,34.0,34.0
5033,John Dukakis,1958-06-09,Lisa ( m.  1988),4,,"Actor, music executive","San Jose, California, U.S.",,,,,,,60.910217184473325,,['Lisa'],[1988],,,,,4.0,,['Lisa'],1.0,,,3.0,,9q9k6mj,,,5.0,,M,0.0,1988.0,,,,30.0,,,
5039,Keir Dullea,1936-05-30,Margot Bennett ( m.  1960;  div.  1968) Susan Lessons ( m.  1969;  div.  1970) Susie Fuller ( m.  1972; died 1998) Mia Dillon  ( m.  1999),,Rutgers UniversitySan Francisco State University,Actor,"Cleveland, Ohio, U.S.",1935-02-19,"Woodmere, New York, U.S.","Actress, publicist",Keir Dullea ( m.  1960;  div.  1968) Malcolm McDowell ( m.  1975;  div.  1980),,1.2758646652566443,82.93667905569588,84.21254372095252,"['Margot Bennett', 'Susan Lessons', 'Susie Fuller', 'Mia Dillon']","[1960, 1969, 1972, 1999]","[1968, 1970]","['Keir Dullea', 'Malcolm McDowell']","[1960, 1975]","[1968, 1980]",,,"['Margot Bennett', 'Susan Lessons', 'Susie Fuller', 'Mia Dillon']",4.0,"['Keir Dullea', 'Malcolm McDowell']",2.0,1.0,2.0,dpmuhfx,dr5x4su,5003530.0,5.0,2.0,M,1.0,1960.0,1968.0,1960.0,1960.0,24.0,32.0,25.0,25.0
5043,Rockmond Dunbar,1974-01-11,Ivy Holmes ( m.  2003–2006) Maya Gilbert ( m.  2013),3,,Actor,"Berkeley, California, U.S.",,,,,,,45.317836779673776,,"['Ivy Holmes', 'Maya Gilbert']","[2003, 2013]",,,,,3.0,,"['Ivy Holmes', 'Maya Gilbert']",2.0,,,1.0,,9q9p3w7,,,0.0,,M,1.0,2003.0,,,,29.0,,,
5048,Stephen Dunham,1964-09-14,Alexondra Lee  ( m.  2005),,,Actor,"Boston, Massachusetts, U.S.",1975-02-08,"Pennsylvania, U.S.","Actress, dancer",Stephen Dunham ( m.  2005; died 2012),,-10.40130871954934,54.643148045476636,44.241839325927295,['Alexondra Lee'],[2005],,['Stephen Dunham'],[2005],,,,['Alexondra Lee'],1.0,['Stephen Dunham'],1.0,1.0,2.0,drt2zp2,dr347ku,625441.0,8.0,1.0,M,0.0,2005.0,,2005.0,2005.0,41.0,,30.0,30.0
5057,Kevin Dunn,1956-08-24,Katina Alexander ( m.  1986) [1],1,,Actor,"Chicago, Illinois, U.S.",,,,,,,62.70080836704381,,['Katina Alexander'],[1986],,,,,1.0,,['Katina Alexander'],1.0,,,1.0,,dp3wjzt,,,8.0,,M,0.0,1986.0,,,,30.0,,,
5064,Griffin Dunne,1955-06-08,Carey Lowell  ( m.  1989–1995) Anna Bingemann ( m.  2009),Hannah Dunne,,"Actor, producer, director","New York City, New York, U.S.",1961-02-11,"Huntington, New York, U.S.","Actress, model",John Stember ( m.  1984;  div.  1988)   Griffin Dunne ( m.  1989;  div.  1995) Richard Gere ( m.  2002;  div.  2016),2; including Hannah Dunne,-5.681157039501152,63.91370117113971,58.232544131638576,"['Carey Lowell', 'Anna Bingemann']","[1989, 2009]",,"['John Stember', 'Griffin Dunne', 'Richard Gere']","[1984, 1989, 2002]","[1988, 1995, 2016]",,2.0,"['Carey Lowell', 'Anna Bingemann']",2.0,"['John Stember', 'Griffin Dunne', 'Richard Gere']",3.0,3.0,2.0,dr5regw,dr7b3pv,625441.0,5.0,1.0,M,1.0,1989.0,,1984.0,1984.0,34.0,,23.0,23.0
5068,Mark Duplass,1976-12-07,Katie Aselton  ( m.  2006),2,University of Texas at Austin  City College of New York,"
Film director
film producer
screenwriter
actor
musician
film editor
author
","New Orleans, Louisiana, U.S.",1978-10-01,"Milbridge, Maine, U.S.","Actress, film director/producer",Mark Duplass  ( m.  2006),2,-1.8152323456333803,42.41291744525897,40.59768509962559,['Katie Aselton'],[2006],,['Mark Duplass'],[2006],,2.0,2.0,['Katie Aselton'],1.0,['Mark Duplass'],1.0,10.0,3.0,9vrfqk7,drztr76,20000000.0,11.0,9.0,M,0.0,2006.0,,2006.0,2006.0,30.0,,28.0,28.0
5069,Fred Duprez,,Grace Hazard  (m. 1912); Florence Isabel Matthews (m. 1916),,,"Actor, comedian and writer","Detroit, Michigan, US",,,,,,,,,"['Grace Hazard', 'Florence Isabel Matthews']","[1912, 1916]",,,,,,,"['Grace Hazard', 'Florence Isabel Matthews']",2.0,,,4.0,,dpsby4p,,,,,M,1.0,1912.0,,,,,,,
5072,Jimmy Durante,1893-02-10,Jeanne Olsen ( m.  1921; her death 1943) Margie Little ( m.  1960),1 (adopted),,"Actor, comedian, singer, pianist","Manhattan, New York, U.S.",,,,,,,126.23394046421213,,"['Jeanne Olsen', 'Margie Little']","[1921, 1960]",,,,,1.0,,"['Jeanne Olsen', 'Margie Little']",2.0,,,4.0,,dr72h8r,,,1.0,,M,1.0,1921.0,,,,28.0,,,
5315,Charles S. Dutton,1951-01-30,Debbi Morgan ( m.  1989;  div.  1994),,,"Actor, director","Baltimore, Maryland, U.S.",1956-09-20,"Dunn, North Carolina, U.S.",Actress,Ces Weldon ( m.  1978;  div.  1984) Charles S. Dutton ( m.  1989;  div.  1994) Donn Thompson ( m.  1997;  div.  2000) Jeffrey Winston ( m.  2009),,-5.640088434396327,68.26697331225145,62.626884877855126,['Debbi Morgan'],[1989],[1994],"['Ces Weldon', 'Charles S Dutton', 'Donn Thompson', 'Jeffrey Winston']","[1978, 1989, 1997, 2009]","[1984, 1994, 2000]",,,['Debbi Morgan'],1.0,"['Ces Weldon', 'Charles S Dutton', 'Donn Thompson', 'Jeffrey Winston']",4.0,2.0,1.0,dqcx88s,dq20g5q,625441.0,1.0,8.0,M,1.0,1989.0,1994.0,1978.0,1978.0,38.0,43.0,22.0,22.0
5319,Robert Duvall,1931-01-05,Barbara Benjamin ( m.  1964;  div.  1975) Gail Youngs ( m.  1982;  div.  1986) Sharon Brophy ( m.  1991;  div.  1995) Luciana Pedraza  ( m.  2005),,,"Actor, filmmaker","San Diego, California, U.S.",,,,,,,88.33583167347722,,"['Barbara Benjamin', 'Gail Youngs', 'Sharon Brophy', 'Luciana Pedraza']","[1964, 1982, 1991, 2005]","[1975, 1986, 1995]",,,,,,"['Barbara Benjamin', 'Gail Youngs', 'Sharon Brophy', 'Luciana Pedraza']",4.0,,,2.0,,9mudjgt,,,0.0,,M,1.0,1964.0,1975.0,,,33.0,44.0,,
5320,Wayne Duvall,1958-05-29,Denise Guillet (m. 2002),,,Actor,"Silver Spring, Maryland, U.S.",,,,,,,60.940334161550204,,['Denise Guillet'],[2002],,,,,,,['Denise Guillet'],1.0,,,1.0,,dqcjz4p,,,5.0,,M,0.0,2002.0,,,,44.0,,,
5322,Cameron Dye,1959-04-09,Laura San Giacomo  ( m.  1990–1998),2,,Actor,"New Orleans, Louisiana, U.S.",1962-11-14,"West Orange, New Jersey, U.S.",Actress,Cameron Dye  ( m.  1990–1998) Matt Adler  ( m.  2000),1,-3.6003477141898874,60.077893454348825,56.47754574015894,['Laura San Giacomo'],[1990],,"['Cameron Dye', 'Matt Adler']","[1990, 2000]",,2.0,1.0,['Laura San Giacomo'],1.0,"['Cameron Dye', 'Matt Adler']",2.0,1.0,1.0,9vrfqk7,dr70neh,20000000.0,3.0,10.0,M,1.0,1990.0,,1990.0,1990.0,31.0,,28.0,28.0
5328,Richard Dysart,1929-03-30,Kathryn Jacobi ( m.  1987; died 2015),1 son,Cony High School  Gould Academy  Emerson College,Actor,"Boston, Massachusetts, U.S.",,,,,,,90.1045195999918,,['Kathryn Jacobi'],[1987],,,,,1.0,,['Kathryn Jacobi'],1.0,,,1.0,,drt2zp2,,,3.0,,M,0.0,1987.0,,,,58.0,,,
5329,George Dzundza,1945-07-19,Mary Jo Vermeulen ( m.  1982) [1],3,,Actor,"Rosenheim, Germany",,,,,,,73.80028337337522,,['Mary Jo Vermeulen'],[1982],,,,,3.0,,['Mary Jo Vermeulen'],1.0,,,1.0,,u2887b0,,,6.0,,M,0.0,1982.0,,,,37.0,,,
5331,Michael Ealy,1973-08-03,Khatira Rafiqzada ( m.  2012),2,"University of Maryland, College Park, (BA)",Actor,"Silver Spring, Maryland, United States",,,,,,,45.75863980779893,,['Khatira Rafiqzada'],[2012],,,,,2.0,,['Khatira Rafiqzada'],1.0,,,1.0,,dqcjz4p,,,7.0,,M,0.0,2012.0,,,,39.0,,,
5332,Jason Earles,1977-04-26,Katie Drysen ( m.  2017),,,"Actor, comedian, director, martial artist","San Diego, California, U.S.",,,,,,,42.02961046428058,,['Katie Drysen'],[2017],,,,,,,['Katie Drysen'],1.0,,,5.0,,9mudjgt,,,4.0,,M,0.0,2017.0,,,,40.0,,,
5341,Clint Eastwood,1930-05-31,Maggie Johnson ( m.  1953;  div.  1984) Dina Ruiz ( m.  1996;  div.  2014),"Undetermined number,[n 1][n 2] including
with Roxanne Tunis:
–Kimber Tunis (b. 1964)
with Johnson:
–Betty Sue Cagle (b.1967)
–Kyle Eastwood (b.1968)
–Alison Eastwood (b. 1972)
with Jacelyn Reeves:
–Scott Eastwood (b. 1986)
–Kathryn Reeves (b. 1988)
with Fisher:
–Francesca Eastwood (b. 1993)
with Ruiz:
–Morgan Eastwood (b. 1996)
by a woman who declines to be identified:
Laurie Murray (b. 1954)
",,Actordirectorproducercomposerbusinessmanpolitician,"San Francisco, California, U.S.",,,,,,,88.93543330800767,,"['Maggie Johnson', 'Dina Ruiz']","[1953, 1996]","[1984, 2014]",,,,,,"['Maggie Johnson', 'Dina Ruiz']",2.0,,,1.0,,9q8yyk8,,,5.0,,M,1.0,1953.0,1984.0,,,23.0,54.0,,
5346,Buddy Ebsen,1908-04-02,Ruth Cambridge ( m.  1936;  div.  1942) Nancy Wolcott ( m.  1945;  div.  1985)   Dorothy Knott ( m.  1985; his death 2003),"7, including Kiki Ebsen",,"Actor, dancer","Belleville, Illinois, U.S.",,,,,,,111.09605262257269,,"['Ruth Cambridge', 'Nancy Wolcott', 'Dorothy Knott']","[1936, 1945, 1985]","[1942, 1985]",,,,7.0,,"['Ruth Cambridge', 'Nancy Wolcott', 'Dorothy Knott']",3.0,,,2.0,,dnb50k7,,,3.0,,M,1.0,1936.0,1942.0,,,28.0,34.0,,
